Year,Year ending,Local Government Area,Location Division,Location Subdivision,Location Group,Incidents Recorded
2018,March,Queenscliffe,1 Residential,13 Grounds/surrounding land,133 Frontyard,4
2018,March,Queenscliffe,1 Residential,13 Grounds/surrounding land,134 Garage,2
2018,March,Queenscliffe,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,3
2018,March,Queenscliffe,1 Residential,13 Grounds/surrounding land,139 Carpark Multi Dwelling,1
2018,March,Queenscliffe,2 Community,21 Education,211 School,2
2018,March,Queenscliffe,2 Community,24 Public Transport,242 Train Station,1
2018,March,Queenscliffe,2 Community,25 Other Transport,254 Dock/Wharf,2
2018,March,Queenscliffe,2 Community,25 Other Transport,255 Carpark (Single Level),6
2018,March,Queenscliffe,2 Community,27 Open Space,271 Parkland/Reserve,5
2018,March,Queenscliffe,2 Community,27 Open Space,274 Beach Foreshore,2
2018,March,Queenscliffe,2 Community,27 Open Space,275 Other Open Space,1
2018,March,Queenscliffe,2 Community,27 Open Space,276 Beach Car Park,2
2018,March,Queenscliffe,2 Community,28 Street/footpath,281 Street/Lane/Footpath,14
2018,March,Queenscliffe,3 Other,31 Admin/professional,311 Business Office,1
2018,March,Queenscliffe,3 Other,33 Retail,3311 Restaurant/Fastfood,4
2018,March,Queenscliffe,3 Other,33 Retail,3312 Other Retail,4
2018,March,Queenscliffe,3 Other,33 Retail,332 Service Station,1
2018,March,Queenscliffe,3 Other,33 Retail,335 Supermarket,3
2018,March,Queenscliffe,3 Other,33 Retail,336 Department Store,2
2018,March,Queenscliffe,3 Other,33 Retail,339 Milkbar,1
2018,March,Queenscliffe,3 Other,38 Recreational,381 Licensed Premises,2
2018,March,Queenscliffe,3 Other,39 Other location,392 Other Location (Not Elsewhere),1
2018,March,South Gippsland,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,14
2018,March,South Gippsland,1 Residential,11 Dwelling - private,112 House,342
2018,March,South Gippsland,1 Residential,11 Dwelling - private,113 Bungalow,1
2018,March,South Gippsland,1 Residential,11 Dwelling - private,114 Caravan/Mobile Home,3
2018,March,South Gippsland,1 Residential,11 Dwelling - private,115 Houseboat,1
2018,March,South Gippsland,1 Residential,11 Dwelling - private,117 Farm House,20
2018,March,South Gippsland,1 Residential,12 Dwelling  - non-private,122 Holiday Home,11
2018,March,South Gippsland,1 Residential,12 Dwelling  - non-private,124 Nursing Home,6
2018,March,South Gippsland,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,4
2018,March,South Gippsland,1 Residential,12 Dwelling  - non-private,126 Other Dwelling,1
2018,March,South Gippsland,1 Residential,13 Grounds/surrounding land,1310 Farm Building,20
2018,March,South Gippsland,1 Residential,13 Grounds/surrounding land,132 Backyard,21
2018,March,South Gippsland,1 Residential,13 Grounds/surrounding land,133 Frontyard,46
2018,March,South Gippsland,1 Residential,13 Grounds/surrounding land,134 Garage,8
2018,March,South Gippsland,1 Residential,13 Grounds/surrounding land,135 Shed,23
2018,March,South Gippsland,1 Residential,13 Grounds/surrounding land,136 Premises Under Construction,2
2018,March,South Gippsland,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),2
2018,March,South Gippsland,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,14
2018,March,South Gippsland,2 Community,21 Education,211 School,10
2018,March,South Gippsland,2 Community,21 Education,212 School Grounds,8
2018,March,South Gippsland,2 Community,21 Education,213 Other Educational,4
2018,March,South Gippsland,2 Community,22 Health,224 Other Health,3
2018,March,South Gippsland,2 Community,23 Religious,231 Church,3
2018,March,South Gippsland,2 Community,24 Public Transport,242 Train Station,4
2018,March,South Gippsland,2 Community,24 Public Transport,245 Bus/Bus Stop,2
2018,March,South Gippsland,2 Community,25 Other Transport,252 Airfield,1
2018,March,South Gippsland,2 Community,25 Other Transport,253 Boat,2
2018,March,South Gippsland,2 Community,25 Other Transport,254 Dock/Wharf,1
2018,March,South Gippsland,2 Community,25 Other Transport,255 Carpark (Single Level),10
2018,March,South Gippsland,2 Community,25 Other Transport,257 Other Transport Type/Area,1
2018,March,South Gippsland,2 Community,26 Justice,261 Police Station,1
2018,March,South Gippsland,2 Community,26 Justice,262 Court,40
2018,March,South Gippsland,2 Community,26 Justice,265 Other Justice Facility,1
2018,March,South Gippsland,2 Community,26 Justice,269 Other Justice (nec),1
2018,March,South Gippsland,2 Community,27 Open Space,271 Parkland/Reserve,19
2018,March,South Gippsland,2 Community,27 Open Space,273 Vacant Block,1
2018,March,South Gippsland,2 Community,27 Open Space,274 Beach Foreshore,5
2018,March,South Gippsland,2 Community,27 Open Space,275 Other Open Space,8
2018,March,South Gippsland,2 Community,27 Open Space,276 Beach Car Park,3
2018,March,South Gippsland,2 Community,28 Street/footpath,281 Street/Lane/Footpath,136
2018,March,South Gippsland,2 Community,29 Other community location,292 Civic Centre,3
2018,March,South Gippsland,3 Other,31 Admin/professional,311 Business Office,5
2018,March,South Gippsland,3 Other,31 Admin/professional,312 Other Admin/Professional,1
2018,March,South Gippsland,3 Other,32 Financial,321 Bank,1
2018,March,South Gippsland,3 Other,32 Financial,323 ATM/Eftpos,1
2018,March,South Gippsland,3 Other,33 Retail,331 Chemist/Pharmacy,4
2018,March,South Gippsland,3 Other,33 Retail,3311 Restaurant/Fastfood,6
2018,March,South Gippsland,3 Other,33 Retail,3312 Other Retail,27
2018,March,South Gippsland,3 Other,33 Retail,332 Service Station,18
2018,March,South Gippsland,3 Other,33 Retail,334 2nd Hand Dealer,1
2018,March,South Gippsland,3 Other,33 Retail,335 Supermarket,12
2018,March,South Gippsland,3 Other,33 Retail,336 Department Store,3
2018,March,South Gippsland,3 Other,33 Retail,338 Car Sales Yard,4
2018,March,South Gippsland,3 Other,33 Retail,339 Milkbar,2
2018,March,South Gippsland,3 Other,35 Warehousing/storage,351 Warehousing/Storage,3
2018,March,South Gippsland,3 Other,36 Manufacturing,361 Factory,4
2018,March,South Gippsland,3 Other,37 Agricultural,371 Farmland/Agricultural,19
2018,March,South Gippsland,3 Other,37 Agricultural,373 Other Agricultural,6
2018,March,South Gippsland,3 Other,38 Recreational,381 Licensed Premises,22
2018,March,South Gippsland,3 Other,38 Recreational,384 Sport Area/Facility,6
2018,March,South Gippsland,3 Other,38 Recreational,386 Other Rec./Sports,2
2018,March,South Gippsland,3 Other,39 Other location,392 Other Location (Not Elsewhere),7
2018,March,South Gippsland,3 Other,39 Other location,393 Construction Site,6
2018,March,South Gippsland,3 Other,39 Other location,394 Veterinary Clinic,1
2018,March,Southern Grampians,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,18
2018,March,Southern Grampians,1 Residential,11 Dwelling - private,112 House,269
2018,March,Southern Grampians,1 Residential,11 Dwelling - private,113 Bungalow,2
2018,March,Southern Grampians,1 Residential,11 Dwelling - private,114 Caravan/Mobile Home,5
2018,March,Southern Grampians,1 Residential,11 Dwelling - private,116 Ministry Of Housing,4
2018,March,Southern Grampians,1 Residential,11 Dwelling - private,117 Farm House,7
2018,March,Southern Grampians,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,4
2018,March,Southern Grampians,1 Residential,12 Dwelling  - non-private,126 Other Dwelling,1
2018,March,Southern Grampians,1 Residential,13 Grounds/surrounding land,1310 Farm Building,1
2018,March,Southern Grampians,1 Residential,13 Grounds/surrounding land,132 Backyard,19
2018,March,Southern Grampians,1 Residential,13 Grounds/surrounding land,133 Frontyard,34
2018,March,Southern Grampians,1 Residential,13 Grounds/surrounding land,134 Garage,14
2018,March,Southern Grampians,1 Residential,13 Grounds/surrounding land,135 Shed,13
2018,March,Southern Grampians,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),2
2018,March,Southern Grampians,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,33
2018,March,Southern Grampians,1 Residential,13 Grounds/surrounding land,139 Carpark Multi Dwelling,1
2018,March,Southern Grampians,2 Community,21 Education,211 School,15
2018,March,Southern Grampians,2 Community,21 Education,212 School Grounds,6
2018,March,Southern Grampians,2 Community,21 Education,213 Other Educational,2
2018,March,Southern Grampians,2 Community,22 Health,221 Hospital,15
2018,March,Southern Grampians,2 Community,22 Health,222 Medical Centre,1
2018,March,Southern Grampians,2 Community,22 Health,224 Other Health,1
2018,March,Southern Grampians,2 Community,23 Religious,231 Church,10
2018,March,Southern Grampians,2 Community,23 Religious,232 Other religious,1
2018,March,Southern Grampians,2 Community,24 Public Transport,245 Bus/Bus Stop,1
2018,March,Southern Grampians,2 Community,24 Public Transport,249 Taxi,1
2018,March,Southern Grampians,2 Community,25 Other Transport,251 Private Car,5
2018,March,Southern Grampians,2 Community,25 Other Transport,255 Carpark (Single Level),7
2018,March,Southern Grampians,2 Community,25 Other Transport,257 Other Transport Type/Area,1
2018,March,Southern Grampians,2 Community,26 Justice,261 Police Station,16
2018,March,Southern Grampians,2 Community,26 Justice,262 Court,33
2018,March,Southern Grampians,2 Community,26 Justice,269 Other Justice (nec),1
2018,March,Southern Grampians,2 Community,27 Open Space,271 Parkland/Reserve,15
2018,March,Southern Grampians,2 Community,27 Open Space,272 Rural,2
2018,March,Southern Grampians,2 Community,28 Street/footpath,281 Street/Lane/Footpath,211
2018,March,Southern Grampians,2 Community,29 Other community location,292 Civic Centre,4
2018,March,Southern Grampians,2 Community,29 Other community location,293 Gallery,1
2018,March,Southern Grampians,3 Other,31 Admin/professional,311 Business Office,8
2018,March,Southern Grampians,3 Other,31 Admin/professional,312 Other Admin/Professional,5
2018,March,Southern Grampians,3 Other,32 Financial,321 Bank,2
2018,March,Southern Grampians,3 Other,33 Retail,331 Chemist/Pharmacy,5
2018,March,Southern Grampians,3 Other,33 Retail,3311 Restaurant/Fastfood,10
2018,March,Southern Grampians,3 Other,33 Retail,3312 Other Retail,36
2018,March,Southern Grampians,3 Other,33 Retail,332 Service Station,22
2018,March,Southern Grampians,3 Other,33 Retail,335 Supermarket,19
2018,March,Southern Grampians,3 Other,33 Retail,336 Department Store,3
2018,March,Southern Grampians,3 Other,33 Retail,337 Shopping Complex,3
2018,March,Southern Grampians,3 Other,33 Retail,338 Car Sales Yard,2
2018,March,Southern Grampians,3 Other,33 Retail,339 Milkbar,3
2018,March,Southern Grampians,3 Other,34 Wholesale,341 Any Wholesale,1
2018,March,Southern Grampians,3 Other,35 Warehousing/storage,351 Warehousing/Storage,2
2018,March,Southern Grampians,3 Other,36 Manufacturing,361 Factory,2
2018,March,Southern Grampians,3 Other,36 Manufacturing,362 Any Manufacturing,2
2018,March,Southern Grampians,3 Other,37 Agricultural,371 Farmland/Agricultural,18
2018,March,Southern Grampians,3 Other,37 Agricultural,373 Other Agricultural,4
2018,March,Southern Grampians,3 Other,38 Recreational,381 Licensed Premises,22
2018,March,Southern Grampians,3 Other,38 Recreational,384 Sport Area/Facility,6
2018,March,Southern Grampians,3 Other,38 Recreational,386 Other Rec./Sports,6
2018,March,Southern Grampians,3 Other,39 Other location,392 Other Location (Not Elsewhere),14
2018,March,Southern Grampians,3 Other,39 Other location,393 Construction Site,1
2018,March,Stonnington,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,775
2018,March,Stonnington,1 Residential,11 Dwelling - private,112 House,841
2018,March,Stonnington,1 Residential,11 Dwelling - private,113 Bungalow,2
2018,March,Stonnington,1 Residential,11 Dwelling - private,115 Houseboat,1
2018,March,Stonnington,1 Residential,11 Dwelling - private,116 Ministry Of Housing,25
2018,March,Stonnington,1 Residential,12 Dwelling  - non-private,121 Boarding House,10
2018,March,Stonnington,1 Residential,12 Dwelling  - non-private,122 Holiday Home,3
2018,March,Stonnington,1 Residential,12 Dwelling  - non-private,123 Guest House,1
2018,March,Stonnington,1 Residential,12 Dwelling  - non-private,124 Nursing Home,8
2018,March,Stonnington,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,14
2018,March,Stonnington,1 Residential,12 Dwelling  - non-private,126 Other Dwelling,14
2018,March,Stonnington,1 Residential,13 Grounds/surrounding land,132 Backyard,24
2018,March,Stonnington,1 Residential,13 Grounds/surrounding land,133 Frontyard,82
2018,March,Stonnington,1 Residential,13 Grounds/surrounding land,134 Garage,81
2018,March,Stonnington,1 Residential,13 Grounds/surrounding land,135 Shed,8
2018,March,Stonnington,1 Residential,13 Grounds/surrounding land,136 Premises Under Construction,50
2018,March,Stonnington,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),28
2018,March,Stonnington,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,186
2018,March,Stonnington,1 Residential,13 Grounds/surrounding land,139 Carpark Multi Dwelling,223
2018,March,Stonnington,2 Community,21 Education,211 School,30
2018,March,Stonnington,2 Community,21 Education,212 School Grounds,15
2018,March,Stonnington,2 Community,21 Education,213 Other Educational,7
2018,March,Stonnington,2 Community,22 Health,221 Hospital,19
2018,March,Stonnington,2 Community,22 Health,222 Medical Centre,14
2018,March,Stonnington,2 Community,22 Health,223 Dental,5
2018,March,Stonnington,2 Community,22 Health,224 Other Health,15
2018,March,Stonnington,2 Community,23 Religious,231 Church,10
2018,March,Stonnington,2 Community,23 Religious,232 Other religious,1
2018,March,Stonnington,2 Community,24 Public Transport,241 Train,11
2018,March,Stonnington,2 Community,24 Public Transport,242 Train Station,169
2018,March,Stonnington,2 Community,24 Public Transport,243 Railway Carpark,58
2018,March,Stonnington,2 Community,24 Public Transport,244 Tram/Tram Stop,14
2018,March,Stonnington,2 Community,24 Public Transport,245 Bus/Bus Stop,16
2018,March,Stonnington,2 Community,24 Public Transport,246 Depot/Terminal,1
2018,March,Stonnington,2 Community,24 Public Transport,248 Office (Public transport office Only),1
2018,March,Stonnington,2 Community,24 Public Transport,249 Taxi,11
2018,March,Stonnington,2 Community,25 Other Transport,251 Private Car,9
2018,March,Stonnington,2 Community,25 Other Transport,255 Carpark (Single Level),164
2018,March,Stonnington,2 Community,25 Other Transport,256 Carpark (Multi Level),119
2018,March,Stonnington,2 Community,25 Other Transport,257 Other Transport Type/Area,3
2018,March,Stonnington,2 Community,26 Justice,261 Police Station,40
2018,March,Stonnington,2 Community,26 Justice,262 Court,4
2018,March,Stonnington,2 Community,26 Justice,265 Other Justice Facility,3
2018,March,Stonnington,2 Community,26 Justice,269 Other Justice (nec),2
2018,March,Stonnington,2 Community,27 Open Space,271 Parkland/Reserve,39
2018,March,Stonnington,2 Community,27 Open Space,275 Other Open Space,8
2018,March,Stonnington,2 Community,28 Street/footpath,281 Street/Lane/Footpath,2244
2018,March,Stonnington,2 Community,29 Other community location,292 Civic Centre,3
2018,March,Stonnington,2 Community,29 Other community location,293 Gallery,3
2018,March,Stonnington,2 Community,29 Other community location,294 Car Wash,4
2018,March,Stonnington,3 Other,31 Admin/professional,311 Business Office,60
2018,March,Stonnington,3 Other,31 Admin/professional,312 Other Admin/Professional,25
2018,March,Stonnington,3 Other,32 Financial,321 Bank,20
2018,March,Stonnington,3 Other,32 Financial,322 Credit Society,1
2018,March,Stonnington,3 Other,32 Financial,323 ATM/Eftpos,11
2018,March,Stonnington,3 Other,32 Financial,324 Other Financial,2
2018,March,Stonnington,3 Other,33 Retail,331 Chemist/Pharmacy,52
2018,March,Stonnington,3 Other,33 Retail,3310 24Hr Convenience,71
2018,March,Stonnington,3 Other,33 Retail,3311 Restaurant/Fastfood,148
2018,March,Stonnington,3 Other,33 Retail,3312 Other Retail,671
2018,March,Stonnington,3 Other,33 Retail,332 Service Station,78
2018,March,Stonnington,3 Other,33 Retail,333 Jeweller,4
2018,March,Stonnington,3 Other,33 Retail,334 2nd Hand Dealer,40
2018,March,Stonnington,3 Other,33 Retail,335 Supermarket,172
2018,March,Stonnington,3 Other,33 Retail,336 Department Store,134
2018,March,Stonnington,3 Other,33 Retail,337 Shopping Complex,430
2018,March,Stonnington,3 Other,33 Retail,338 Car Sales Yard,2
2018,March,Stonnington,3 Other,33 Retail,339 Milkbar,3
2018,March,Stonnington,3 Other,34 Wholesale,341 Any Wholesale,2
2018,March,Stonnington,3 Other,35 Warehousing/storage,351 Warehousing/Storage,8
2018,March,Stonnington,3 Other,36 Manufacturing,361 Factory,1
2018,March,Stonnington,3 Other,36 Manufacturing,362 Any Manufacturing,1
2018,March,Stonnington,3 Other,38 Recreational,381 Licensed Premises,272
2018,March,Stonnington,3 Other,38 Recreational,382 Tab,1
2018,March,Stonnington,3 Other,38 Recreational,383 Cinema,2
2018,March,Stonnington,3 Other,38 Recreational,384 Sport Area/Facility,24
2018,March,Stonnington,3 Other,38 Recreational,385 Gaming Venue,6
2018,March,Stonnington,3 Other,38 Recreational,386 Other Rec./Sports,32
2018,March,Stonnington,3 Other,39 Other location,391 Massage Parlour/Brothel,1
2018,March,Stonnington,3 Other,39 Other location,392 Other Location (Not Elsewhere),68
2018,March,Stonnington,3 Other,39 Other location,393 Construction Site,29
2018,March,Stonnington,3 Other,39 Other location,394 Veterinary Clinic,1
2018,March,Strathbogie,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,4
2018,March,Strathbogie,1 Residential,11 Dwelling - private,112 House,137
2018,March,Strathbogie,1 Residential,11 Dwelling - private,113 Bungalow,3
2018,March,Strathbogie,1 Residential,11 Dwelling - private,114 Caravan/Mobile Home,8
2018,March,Strathbogie,1 Residential,11 Dwelling - private,117 Farm House,11
2018,March,Strathbogie,1 Residential,12 Dwelling  - non-private,122 Holiday Home,8
2018,March,Strathbogie,1 Residential,12 Dwelling  - non-private,123 Guest House,1
2018,March,Strathbogie,1 Residential,12 Dwelling  - non-private,124 Nursing Home,2
2018,March,Strathbogie,1 Residential,12 Dwelling  - non-private,126 Other Dwelling,1
2018,March,Strathbogie,1 Residential,13 Grounds/surrounding land,1310 Farm Building,1
2018,March,Strathbogie,1 Residential,13 Grounds/surrounding land,132 Backyard,8
2018,March,Strathbogie,1 Residential,13 Grounds/surrounding land,133 Frontyard,11
2018,March,Strathbogie,1 Residential,13 Grounds/surrounding land,135 Shed,17
2018,March,Strathbogie,1 Residential,13 Grounds/surrounding land,136 Premises Under Construction,1
2018,March,Strathbogie,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),3
2018,March,Strathbogie,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,14
2018,March,Strathbogie,1 Residential,13 Grounds/surrounding land,139 Carpark Multi Dwelling,2
2018,March,Strathbogie,2 Community,21 Education,211 School,5
2018,March,Strathbogie,2 Community,21 Education,212 School Grounds,1
2018,March,Strathbogie,2 Community,21 Education,213 Other Educational,1
2018,March,Strathbogie,2 Community,22 Health,221 Hospital,3
2018,March,Strathbogie,2 Community,22 Health,224 Other Health,1
2018,March,Strathbogie,2 Community,23 Religious,231 Church,1
2018,March,Strathbogie,2 Community,24 Public Transport,245 Bus/Bus Stop,1
2018,March,Strathbogie,2 Community,25 Other Transport,251 Private Car,1
2018,March,Strathbogie,2 Community,25 Other Transport,255 Carpark (Single Level),3
2018,March,Strathbogie,2 Community,25 Other Transport,257 Other Transport Type/Area,8
2018,March,Strathbogie,2 Community,26 Justice,262 Court,1
2018,March,Strathbogie,2 Community,27 Open Space,271 Parkland/Reserve,6
2018,March,Strathbogie,2 Community,27 Open Space,272 Rural,10
2018,March,Strathbogie,2 Community,27 Open Space,275 Other Open Space,4
2018,March,Strathbogie,2 Community,28 Street/footpath,281 Street/Lane/Footpath,47
2018,March,Strathbogie,2 Community,29 Other community location,291 Cemetery,1
2018,March,Strathbogie,2 Community,29 Other community location,294 Car Wash,1
2018,March,Strathbogie,3 Other,31 Admin/professional,311 Business Office,3
2018,March,Strathbogie,3 Other,32 Financial,321 Bank,2
2018,March,Strathbogie,3 Other,32 Financial,323 ATM/Eftpos,2
2018,March,Strathbogie,3 Other,33 Retail,3310 24Hr Convenience,1
2018,March,Strathbogie,3 Other,33 Retail,3311 Restaurant/Fastfood,5
2018,March,Strathbogie,3 Other,33 Retail,3312 Other Retail,6
2018,March,Strathbogie,3 Other,33 Retail,332 Service Station,20
2018,March,Strathbogie,3 Other,33 Retail,335 Supermarket,3
2018,March,Strathbogie,3 Other,33 Retail,337 Shopping Complex,1
2018,March,Strathbogie,3 Other,33 Retail,338 Car Sales Yard,1
2018,March,Strathbogie,3 Other,35 Warehousing/storage,351 Warehousing/Storage,1
2018,March,Strathbogie,3 Other,36 Manufacturing,361 Factory,2
2018,March,Strathbogie,3 Other,37 Agricultural,371 Farmland/Agricultural,11
2018,March,Strathbogie,3 Other,37 Agricultural,373 Other Agricultural,7
2018,March,Strathbogie,3 Other,38 Recreational,381 Licensed Premises,12
2018,March,Strathbogie,3 Other,38 Recreational,384 Sport Area/Facility,4
2018,March,Strathbogie,3 Other,38 Recreational,385 Gaming Venue,1
2018,March,Strathbogie,3 Other,38 Recreational,386 Other Rec./Sports,5
2018,March,Strathbogie,3 Other,39 Other location,392 Other Location (Not Elsewhere),12
2018,March,Strathbogie,3 Other,39 Other location,393 Construction Site,1
2018,March,Surf Coast,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,13
2018,March,Surf Coast,1 Residential,11 Dwelling - private,112 House,220
2018,March,Surf Coast,1 Residential,11 Dwelling - private,113 Bungalow,2
2018,March,Surf Coast,1 Residential,11 Dwelling - private,114 Caravan/Mobile Home,27
2018,March,Surf Coast,1 Residential,11 Dwelling - private,117 Farm House,10
2018,March,Surf Coast,1 Residential,12 Dwelling  - non-private,121 Boarding House,1
2018,March,Surf Coast,1 Residential,12 Dwelling  - non-private,122 Holiday Home,33
2018,March,Surf Coast,1 Residential,12 Dwelling  - non-private,124 Nursing Home,1
2018,March,Surf Coast,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,8
2018,March,Surf Coast,1 Residential,12 Dwelling  - non-private,126 Other Dwelling,4
2018,March,Surf Coast,1 Residential,13 Grounds/surrounding land,1310 Farm Building,6
2018,March,Surf Coast,1 Residential,13 Grounds/surrounding land,132 Backyard,5
2018,March,Surf Coast,1 Residential,13 Grounds/surrounding land,133 Frontyard,33
2018,March,Surf Coast,1 Residential,13 Grounds/surrounding land,134 Garage,16
2018,March,Surf Coast,1 Residential,13 Grounds/surrounding land,135 Shed,13
2018,March,Surf Coast,1 Residential,13 Grounds/surrounding land,136 Premises Under Construction,8
2018,March,Surf Coast,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),3
2018,March,Surf Coast,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,34
2018,March,Surf Coast,2 Community,21 Education,211 School,10
2018,March,Surf Coast,2 Community,21 Education,212 School Grounds,2
2018,March,Surf Coast,2 Community,21 Education,213 Other Educational,1
2018,March,Surf Coast,2 Community,22 Health,224 Other Health,6
2018,March,Surf Coast,2 Community,23 Religious,231 Church,2
2018,March,Surf Coast,2 Community,24 Public Transport,242 Train Station,3
2018,March,Surf Coast,2 Community,24 Public Transport,243 Railway Carpark,1
2018,March,Surf Coast,2 Community,24 Public Transport,245 Bus/Bus Stop,1
2018,March,Surf Coast,2 Community,25 Other Transport,251 Private Car,4
2018,March,Surf Coast,2 Community,25 Other Transport,255 Carpark (Single Level),33
2018,March,Surf Coast,2 Community,25 Other Transport,256 Carpark (Multi Level),1
2018,March,Surf Coast,2 Community,26 Justice,261 Police Station,1
2018,March,Surf Coast,2 Community,26 Justice,265 Other Justice Facility,1
2018,March,Surf Coast,2 Community,27 Open Space,271 Parkland/Reserve,19
2018,March,Surf Coast,2 Community,27 Open Space,272 Rural,3
2018,March,Surf Coast,2 Community,27 Open Space,273 Vacant Block,1
2018,March,Surf Coast,2 Community,27 Open Space,274 Beach Foreshore,35
2018,March,Surf Coast,2 Community,27 Open Space,275 Other Open Space,6
2018,March,Surf Coast,2 Community,27 Open Space,276 Beach Car Park,24
2018,March,Surf Coast,2 Community,28 Street/footpath,281 Street/Lane/Footpath,130
2018,March,Surf Coast,3 Other,31 Admin/professional,311 Business Office,6
2018,March,Surf Coast,3 Other,31 Admin/professional,312 Other Admin/Professional,1
2018,March,Surf Coast,3 Other,32 Financial,323 ATM/Eftpos,2
2018,March,Surf Coast,3 Other,33 Retail,331 Chemist/Pharmacy,5
2018,March,Surf Coast,3 Other,33 Retail,3310 24Hr Convenience,1
2018,March,Surf Coast,3 Other,33 Retail,3311 Restaurant/Fastfood,31
2018,March,Surf Coast,3 Other,33 Retail,3312 Other Retail,38
2018,March,Surf Coast,3 Other,33 Retail,332 Service Station,13
2018,March,Surf Coast,3 Other,33 Retail,335 Supermarket,17
2018,March,Surf Coast,3 Other,33 Retail,336 Department Store,3
2018,March,Surf Coast,3 Other,33 Retail,337 Shopping Complex,4
2018,March,Surf Coast,3 Other,33 Retail,339 Milkbar,6
2018,March,Surf Coast,3 Other,35 Warehousing/storage,351 Warehousing/Storage,3
2018,March,Surf Coast,3 Other,36 Manufacturing,361 Factory,6
2018,March,Surf Coast,3 Other,36 Manufacturing,362 Any Manufacturing,3
2018,March,Surf Coast,3 Other,37 Agricultural,371 Farmland/Agricultural,10
2018,March,Surf Coast,3 Other,37 Agricultural,373 Other Agricultural,2
2018,March,Surf Coast,3 Other,38 Recreational,381 Licensed Premises,20
2018,March,Surf Coast,3 Other,38 Recreational,383 Cinema,1
2018,March,Surf Coast,3 Other,38 Recreational,384 Sport Area/Facility,13
2018,March,Surf Coast,3 Other,38 Recreational,386 Other Rec./Sports,8
2018,March,Surf Coast,3 Other,39 Other location,392 Other Location (Not Elsewhere),13
2018,March,Surf Coast,3 Other,39 Other location,393 Construction Site,2
2018,March,Swan Hill,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,76
2018,March,Swan Hill,1 Residential,11 Dwelling - private,112 House,574
2018,March,Swan Hill,1 Residential,11 Dwelling - private,113 Bungalow,1
2018,March,Swan Hill,1 Residential,11 Dwelling - private,114 Caravan/Mobile Home,14
2018,March,Swan Hill,1 Residential,11 Dwelling - private,116 Ministry Of Housing,6
2018,March,Swan Hill,1 Residential,11 Dwelling - private,117 Farm House,9
2018,March,Swan Hill,1 Residential,12 Dwelling  - non-private,122 Holiday Home,3
2018,March,Swan Hill,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,7
2018,March,Swan Hill,1 Residential,12 Dwelling  - non-private,126 Other Dwelling,2
2018,March,Swan Hill,1 Residential,13 Grounds/surrounding land,1310 Farm Building,4
2018,March,Swan Hill,1 Residential,13 Grounds/surrounding land,132 Backyard,38
2018,March,Swan Hill,1 Residential,13 Grounds/surrounding land,133 Frontyard,44
2018,March,Swan Hill,1 Residential,13 Grounds/surrounding land,134 Garage,8
2018,March,Swan Hill,1 Residential,13 Grounds/surrounding land,135 Shed,10
2018,March,Swan Hill,1 Residential,13 Grounds/surrounding land,136 Premises Under Construction,1
2018,March,Swan Hill,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),2
2018,March,Swan Hill,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,59
2018,March,Swan Hill,2 Community,21 Education,211 School,13
2018,March,Swan Hill,2 Community,21 Education,212 School Grounds,11
2018,March,Swan Hill,2 Community,21 Education,213 Other Educational,2
2018,March,Swan Hill,2 Community,22 Health,221 Hospital,7
2018,March,Swan Hill,2 Community,22 Health,224 Other Health,6
2018,March,Swan Hill,2 Community,23 Religious,231 Church,5
2018,March,Swan Hill,2 Community,24 Public Transport,242 Train Station,1
2018,March,Swan Hill,2 Community,24 Public Transport,243 Railway Carpark,2
2018,March,Swan Hill,2 Community,24 Public Transport,245 Bus/Bus Stop,3
2018,March,Swan Hill,2 Community,24 Public Transport,246 Depot/Terminal,1
2018,March,Swan Hill,2 Community,25 Other Transport,251 Private Car,2
2018,March,Swan Hill,2 Community,25 Other Transport,253 Boat,1
2018,March,Swan Hill,2 Community,25 Other Transport,254 Dock/Wharf,1
2018,March,Swan Hill,2 Community,25 Other Transport,255 Carpark (Single Level),30
2018,March,Swan Hill,2 Community,25 Other Transport,257 Other Transport Type/Area,3
