Year,Year ending,Local Government Area,Charge Status,Incidents Recorded
2017,March,Whittlesea,No charges laid,1412
2017,March,Whittlesea,Unsolved,7255
2017,March,Wodonga,Charges laid,1324
2017,March,Wodonga,No charges laid,317
2017,March,Wodonga,Unsolved,891
2017,March,Wyndham,Charges laid,4536
2017,March,Wyndham,No charges laid,1115
2017,March,Wyndham,Unsolved,6315
2017,March,Yarra,Charges laid,3582
2017,March,Yarra,No charges laid,1144
2017,March,Yarra,Unsolved,6584
2017,March,Yarra Ranges,Charges laid,2894
2017,March,Yarra Ranges,No charges laid,819
2017,March,Yarra Ranges,Unsolved,2722
2017,March,Yarriambiack,Charges laid,173
2017,March,Yarriambiack,No charges laid,58
2017,March,Yarriambiack,Unsolved,99
2016,March,Alpine,Charges laid,144
2016,March,Alpine,No charges laid,71
2016,March,Alpine,Unsolved,113
2016,March,Ararat,Charges laid,434
2016,March,Ararat,No charges laid,164
2016,March,Ararat,Unsolved,281
2016,March,Ballarat,Charges laid,3249
2016,March,Ballarat,No charges laid,988
2016,March,Ballarat,Unsolved,4797
2016,March,Banyule,Charges laid,2638
2016,March,Banyule,No charges laid,1085
2016,March,Banyule,Unsolved,3501
2016,March,Bass Coast,Charges laid,896
2016,March,Bass Coast,No charges laid,419
2016,March,Bass Coast,Unsolved,708
2016,March,Baw Baw,Charges laid,1255
2016,March,Baw Baw,No charges laid,485
2016,March,Baw Baw,Unsolved,912
2016,March,Bayside,Charges laid,961
2016,March,Bayside,No charges laid,491
2016,March,Bayside,Unsolved,2375
2016,March,Benalla,Charges laid,434
2016,March,Benalla,No charges laid,181
2016,March,Benalla,Unsolved,276
2016,March,Boroondara,Charges laid,1528
2016,March,Boroondara,No charges laid,603
2016,March,Boroondara,Unsolved,4021
2016,March,Brimbank,Charges laid,5911
2016,March,Brimbank,No charges laid,1222
2016,March,Brimbank,Unsolved,7837
2016,March,Buloke,Charges laid,68
2016,March,Buloke,No charges laid,22
2016,March,Buloke,Unsolved,87
2016,March,Campaspe,Charges laid,1086
2016,March,Campaspe,No charges laid,386
2016,March,Campaspe,Unsolved,1046
2016,March,Cardinia,Charges laid,1799
2016,March,Cardinia,No charges laid,836
2016,March,Cardinia,Unsolved,2321
2016,March,Casey,Charges laid,5729
2016,March,Casey,No charges laid,2254
2016,March,Casey,Unsolved,7802
2016,March,Central Goldfields,Charges laid,495
2016,March,Central Goldfields,No charges laid,147
2016,March,Central Goldfields,Unsolved,269
2016,March,Colac-Otway,Charges laid,567
2016,March,Colac-Otway,No charges laid,206
2016,March,Colac-Otway,Unsolved,434
2016,March,Corangamite,Charges laid,231
2016,March,Corangamite,No charges laid,92
2016,March,Corangamite,Unsolved,240
2016,March,Darebin,Charges laid,3808
2016,March,Darebin,No charges laid,1102
2016,March,Darebin,Unsolved,6983
2016,March,East Gippsland,Charges laid,1403
2016,March,East Gippsland,No charges laid,694
2016,March,East Gippsland,Unsolved,1181
2016,March,Frankston,Charges laid,5192
2016,March,Frankston,No charges laid,1463
2016,March,Frankston,Unsolved,4526
2016,March,Gannawarra,Charges laid,195
2016,March,Gannawarra,No charges laid,79
2016,March,Gannawarra,Unsolved,166
2016,March,Glen Eira,Charges laid,1395
2016,March,Glen Eira,No charges laid,732
2016,March,Glen Eira,Unsolved,3080
2016,March,Glenelg,Charges laid,563
2016,March,Glenelg,No charges laid,175
2016,March,Glenelg,Unsolved,508
2016,March,Golden Plains,Charges laid,138
2016,March,Golden Plains,No charges laid,55
2016,March,Golden Plains,Unsolved,407
2016,March,Greater Bendigo,Charges laid,2960
2016,March,Greater Bendigo,No charges laid,946
2016,March,Greater Bendigo,Unsolved,2733
2016,March,Greater Dandenong,Charges laid,5657
2016,March,Greater Dandenong,No charges laid,2083
2016,March,Greater Dandenong,Unsolved,6322
2016,March,Greater Geelong,Charges laid,5453
2016,March,Greater Geelong,No charges laid,1956
2016,March,Greater Geelong,Unsolved,9478
2016,March,Greater Shepparton,Charges laid,2539
2016,March,Greater Shepparton,No charges laid,808
2016,March,Greater Shepparton,Unsolved,2323
2016,March,Hepburn,Charges laid,211
2016,March,Hepburn,No charges laid,50
2016,March,Hepburn,Unsolved,351
2016,March,Hindmarsh,Charges laid,90
2016,March,Hindmarsh,No charges laid,39
2016,March,Hindmarsh,Unsolved,39
2016,March,Hobsons Bay,Charges laid,1981
2016,March,Hobsons Bay,No charges laid,629
2016,March,Hobsons Bay,Unsolved,2931
2016,March,Horsham,Charges laid,1164
2016,March,Horsham,No charges laid,333
2016,March,Horsham,Unsolved,539
2016,March,Hume,Charges laid,5708
2016,March,Hume,No charges laid,1752
2016,March,Hume,Unsolved,8138
2016,March,Indigo,Charges laid,157
2016,March,Indigo,No charges laid,49
2016,March,Indigo,Unsolved,177
2016,March,Kingston,Charges laid,3060
2016,March,Kingston,No charges laid,1190
2016,March,Kingston,Unsolved,4115
2016,March,Knox,Charges laid,2846
2016,March,Knox,No charges laid,1018
2016,March,Knox,Unsolved,3819
2016,March,Latrobe,Charges laid,4795
2016,March,Latrobe,No charges laid,1688
2016,March,Latrobe,Unsolved,2889
2016,March,Loddon,Charges laid,121
2016,March,Loddon,No charges laid,49
2016,March,Loddon,Unsolved,139
2016,March,Macedon Ranges,Charges laid,646
2016,March,Macedon Ranges,No charges laid,225
2016,March,Macedon Ranges,Unsolved,746
2016,March,Manningham,Charges laid,1017
2016,March,Manningham,No charges laid,446
2016,March,Manningham,Unsolved,1940
2016,March,Mansfield,Charges laid,184
2016,March,Mansfield,No charges laid,73
2016,March,Mansfield,Unsolved,159
2016,March,Maribyrnong,Charges laid,2716
2016,March,Maribyrnong,No charges laid,660
2016,March,Maribyrnong,Unsolved,3802
2016,March,Maroondah,Charges laid,2681
2016,March,Maroondah,No charges laid,768
2016,March,Maroondah,Unsolved,2614
2016,March,Melbourne,Charges laid,9821
2016,March,Melbourne,No charges laid,4830
2016,March,Melbourne,Unsolved,11040
2016,March,Melton,Charges laid,3074
2016,March,Melton,No charges laid,697
2016,March,Melton,Unsolved,5023
2016,March,Mildura,Charges laid,2061
2016,March,Mildura,No charges laid,774
2016,March,Mildura,Unsolved,1865
2016,March,Mitchell,Charges laid,1280
2016,March,Mitchell,No charges laid,566
2016,March,Mitchell,Unsolved,1135
2016,March,Moira,Charges laid,532
2016,March,Moira,No charges laid,261
2016,March,Moira,Unsolved,396
2016,March,Monash,Charges laid,2377
2016,March,Monash,No charges laid,832
2016,March,Monash,Unsolved,4667
2016,March,Moonee Valley,Charges laid,2133
2016,March,Moonee Valley,No charges laid,886
2016,March,Moonee Valley,Unsolved,4047
2016,March,Moorabool,Charges laid,676
2016,March,Moorabool,No charges laid,210
2016,March,Moorabool,Unsolved,780
2016,March,Moreland,Charges laid,3175
2016,March,Moreland,No charges laid,1114
2016,March,Moreland,Unsolved,6884
2016,March,Mornington Peninsula,Charges laid,3140
2016,March,Mornington Peninsula,No charges laid,1555
2016,March,Mornington Peninsula,Unsolved,3896
2016,March,Mount Alexander,Charges laid,341
2016,March,Mount Alexander,No charges laid,149
2016,March,Mount Alexander,Unsolved,318
2016,March,Moyne,Charges laid,188
2016,March,Moyne,No charges laid,81
2016,March,Moyne,Unsolved,158
2016,March,Murrindindi,Charges laid,170
2016,March,Murrindindi,No charges laid,119
2016,March,Murrindindi,Unsolved,280
2016,March,Nillumbik,Charges laid,660
2016,March,Nillumbik,No charges laid,255
2016,March,Nillumbik,Unsolved,1177
2016,March,Northern Grampians,Charges laid,386
2016,March,Northern Grampians,No charges laid,191
2016,March,Northern Grampians,Unsolved,247
2016,March,Port Phillip,Charges laid,2686
2016,March,Port Phillip,No charges laid,1527
2016,March,Port Phillip,Unsolved,5634
2016,March,Pyrenees,Charges laid,143
2016,March,Pyrenees,No charges laid,47
2016,March,Pyrenees,Unsolved,224
2016,March,Queenscliffe,Charges laid,30
2016,March,Queenscliffe,No charges laid,9
2016,March,Queenscliffe,Unsolved,107
2016,March,South Gippsland,Charges laid,446
2016,March,South Gippsland,No charges laid,153
2016,March,South Gippsland,Unsolved,294
2016,March,Southern Grampians,Charges laid,433
2016,March,Southern Grampians,No charges laid,176
2016,March,Southern Grampians,Unsolved,242
2016,March,Stonnington,Charges laid,2500
2016,March,Stonnington,No charges laid,993
2016,March,Stonnington,Unsolved,4554
2016,March,Strathbogie,Charges laid,161
2016,March,Strathbogie,No charges laid,59
2016,March,Strathbogie,Unsolved,180
2016,March,Surf Coast,Charges laid,322
2016,March,Surf Coast,No charges laid,141
2016,March,Surf Coast,Unsolved,744
2016,March,Swan Hill,Charges laid,904
2016,March,Swan Hill,No charges laid,367
2016,March,Swan Hill,Unsolved,337
2016,March,Towong,Charges laid,79
2016,March,Towong,No charges laid,30
2016,March,Towong,Unsolved,72
2016,March,Wangaratta,Charges laid,752
2016,March,Wangaratta,No charges laid,437
2016,March,Wangaratta,Unsolved,478
2016,March,Warrnambool,Charges laid,1103
2016,March,Warrnambool,No charges laid,357
2016,March,Warrnambool,Unsolved,747
2016,March,Wellington,Charges laid,1385
2016,March,Wellington,No charges laid,640
2016,March,Wellington,Unsolved,1077
2016,March,West Wimmera,Charges laid,51
2016,March,West Wimmera,No charges laid,31
2016,March,West Wimmera,Unsolved,33
2016,March,Whitehorse,Charges laid,1945
2016,March,Whitehorse,No charges laid,618
2016,March,Whitehorse,Unsolved,3274
2016,March,Whittlesea,Charges laid,3536
2016,March,Whittlesea,No charges laid,1234
2016,March,Whittlesea,Unsolved,6324
2016,March,Wodonga,Charges laid,1382
2016,March,Wodonga,No charges laid,292
2016,March,Wodonga,Unsolved,893
2016,March,Wyndham,Charges laid,4173
2016,March,Wyndham,No charges laid,1066
2016,March,Wyndham,Unsolved,6711
2016,March,Yarra,Charges laid,3350
2016,March,Yarra,No charges laid,1125
2016,March,Yarra,Unsolved,5908
2016,March,Yarra Ranges,Charges laid,2441
2016,March,Yarra Ranges,No charges laid,903
2016,March,Yarra Ranges,Unsolved,2393
2016,March,Yarriambiack,Charges laid,135
2016,March,Yarriambiack,No charges laid,67
2016,March,Yarriambiack,Unsolved,129
2015,March,Alpine,Charges laid,143
2015,March,Alpine,No charges laid,81
2015,March,Alpine,Unsolved,75
2015,March,Ararat,Charges laid,393
2015,March,Ararat,No charges laid,218
2015,March,Ararat,Unsolved,249
2015,March,Ballarat,Charges laid,2908
2015,March,Ballarat,No charges laid,1200
2015,March,Ballarat,Unsolved,3717
2015,March,Banyule,Charges laid,2879
2015,March,Banyule,No charges laid,690
2015,March,Banyule,Unsolved,3008
2015,March,Bass Coast,Charges laid,780
2015,March,Bass Coast,No charges laid,472
2015,March,Bass Coast,Unsolved,645
2015,March,Baw Baw,Charges laid,1085
2015,March,Baw Baw,No charges laid,473
2015,March,Baw Baw,Unsolved,739
2015,March,Bayside,Charges laid,865
2015,March,Bayside,No charges laid,532
2015,March,Bayside,Unsolved,1964
2015,March,Benalla,Charges laid,393
2015,March,Benalla,No charges laid,131
2015,March,Benalla,Unsolved,265
2015,March,Boroondara,Charges laid,1248
2015,March,Boroondara,No charges laid,584
2015,March,Boroondara,Unsolved,3807
2015,March,Brimbank,Charges laid,5216
2015,March,Brimbank,No charges laid,1189
2015,March,Brimbank,Unsolved,7328
2015,March,Buloke,Charges laid,70
2015,March,Buloke,No charges laid,38
2015,March,Buloke,Unsolved,92
2015,March,Campaspe,Charges laid,887
2015,March,Campaspe,No charges laid,331
2015,March,Campaspe,Unsolved,1063
2015,March,Cardinia,Charges laid,1395
2015,March,Cardinia,No charges laid,801
2015,March,Cardinia,Unsolved,1746
2015,March,Casey,Charges laid,4536
2015,March,Casey,No charges laid,2314
2015,March,Casey,Unsolved,6654
2015,March,Central Goldfields,Charges laid,387
2015,March,Central Goldfields,No charges laid,162
2015,March,Central Goldfields,Unsolved,259
2015,March,Colac-Otway,Charges laid,411
2015,March,Colac-Otway,No charges laid,258
2015,March,Colac-Otway,Unsolved,386
2015,March,Corangamite,Charges laid,180
2015,March,Corangamite,No charges laid,66
2015,March,Corangamite,Unsolved,199
2015,March,Darebin,Charges laid,3190
2015,March,Darebin,No charges laid,1114
2015,March,Darebin,Unsolved,6469
2015,March,East Gippsland,Charges laid,1232
2015,March,East Gippsland,No charges laid,747
2015,March,East Gippsland,Unsolved,961
2015,March,Frankston,Charges laid,4854
2015,March,Frankston,No charges laid,1969
2015,March,Frankston,Unsolved,3574
2015,March,Gannawarra,Charges laid,207
2015,March,Gannawarra,No charges laid,87
2015,March,Gannawarra,Unsolved,139
2015,March,Glen Eira,Charges laid,1081
2015,March,Glen Eira,No charges laid,688
2015,March,Glen Eira,Unsolved,2706
2015,March,Glenelg,Charges laid,571
2015,March,Glenelg,No charges laid,243
2015,March,Glenelg,Unsolved,590
2015,March,Golden Plains,Charges laid,130
2015,March,Golden Plains,No charges laid,54
2015,March,Golden Plains,Unsolved,306
2015,March,Greater Bendigo,Charges laid,2751
2015,March,Greater Bendigo,No charges laid,1136
2015,March,Greater Bendigo,Unsolved,2201
2015,March,Greater Dandenong,Charges laid,4973
2015,March,Greater Dandenong,No charges laid,2042
2015,March,Greater Dandenong,Unsolved,5150
2015,March,Greater Geelong,Charges laid,4530
2015,March,Greater Geelong,No charges laid,2088
2015,March,Greater Geelong,Unsolved,8161
2015,March,Greater Shepparton,Charges laid,2345
2015,March,Greater Shepparton,No charges laid,819
2015,March,Greater Shepparton,Unsolved,2412
2015,March,Hepburn,Charges laid,158
2015,March,Hepburn,No charges laid,75
2015,March,Hepburn,Unsolved,267
2015,March,Hindmarsh,Charges laid,75
2015,March,Hindmarsh,No charges laid,33
2015,March,Hindmarsh,Unsolved,44
2015,March,Hobsons Bay,Charges laid,1875
2015,March,Hobsons Bay,No charges laid,713
2015,March,Hobsons Bay,Unsolved,2785
2015,March,Horsham,Charges laid,830
2015,March,Horsham,No charges laid,376
2015,March,Horsham,Unsolved,466
2015,March,Hume,Charges laid,4975
2015,March,Hume,No charges laid,1591
2015,March,Hume,Unsolved,6920
2015,March,Indigo,Charges laid,112
2015,March,Indigo,No charges laid,55
2015,March,Indigo,Unsolved,148
2015,March,Kingston,Charges laid,2617
2015,March,Kingston,No charges laid,1256
2015,March,Kingston,Unsolved,3367
2015,March,Knox,Charges laid,2574
2015,March,Knox,No charges laid,1021
2015,March,Knox,Unsolved,3338
2015,March,Latrobe,Charges laid,4049
2015,March,Latrobe,No charges laid,1525
2015,March,Latrobe,Unsolved,2510
2015,March,Loddon,Charges laid,106
2015,March,Loddon,No charges laid,40
2015,March,Loddon,Unsolved,105
2015,March,Macedon Ranges,Charges laid,568
2015,March,Macedon Ranges,No charges laid,201
2015,March,Macedon Ranges,Unsolved,650
2015,March,Manningham,Charges laid,975
2015,March,Manningham,No charges laid,432
2015,March,Manningham,Unsolved,1739
2015,March,Mansfield,Charges laid,126
2015,March,Mansfield,No charges laid,55
2015,March,Mansfield,Unsolved,145
2015,March,Maribyrnong,Charges laid,2152
2015,March,Maribyrnong,No charges laid,879
2015,March,Maribyrnong,Unsolved,3405
2015,March,Maroondah,Charges laid,2370
2015,March,Maroondah,No charges laid,795
2015,March,Maroondah,Unsolved,2448
2015,March,Melbourne,Charges laid,8720
2015,March,Melbourne,No charges laid,5854
2015,March,Melbourne,Unsolved,9100
2015,March,Melton,Charges laid,2599
2015,March,Melton,No charges laid,720
2015,March,Melton,Unsolved,4182
2015,March,Mildura,Charges laid,1791
2015,March,Mildura,No charges laid,973
2015,March,Mildura,Unsolved,1863
2015,March,Mitchell,Charges laid,914
2015,March,Mitchell,No charges laid,481
2015,March,Mitchell,Unsolved,797
2015,March,Moira,Charges laid,429
2015,March,Moira,No charges laid,249
2015,March,Moira,Unsolved,400
2015,March,Monash,Charges laid,1956
2015,March,Monash,No charges laid,718
2015,March,Monash,Unsolved,4234
2015,March,Moonee Valley,Charges laid,1938
2015,March,Moonee Valley,No charges laid,843
2015,March,Moonee Valley,Unsolved,3707
2015,March,Moorabool,Charges laid,517
2015,March,Moorabool,No charges laid,232
2015,March,Moorabool,Unsolved,768
2015,March,Moreland,Charges laid,2641
2015,March,Moreland,No charges laid,1088
2015,March,Moreland,Unsolved,6593
2015,March,Mornington Peninsula,Charges laid,2645
2015,March,Mornington Peninsula,No charges laid,1579
2015,March,Mornington Peninsula,Unsolved,3142
2015,March,Mount Alexander,Charges laid,299
2015,March,Mount Alexander,No charges laid,127
2015,March,Mount Alexander,Unsolved,256
2015,March,Moyne,Charges laid,189
2015,March,Moyne,No charges laid,78
2015,March,Moyne,Unsolved,181
2015,March,Murrindindi,Charges laid,200
2015,March,Murrindindi,No charges laid,107
2015,March,Murrindindi,Unsolved,171
2015,March,Nillumbik,Charges laid,510
2015,March,Nillumbik,No charges laid,257
2015,March,Nillumbik,Unsolved,886
2015,March,Northern Grampians,Charges laid,347
2015,March,Northern Grampians,No charges laid,198
2015,March,Northern Grampians,Unsolved,224
2015,March,Port Phillip,Charges laid,2607
2015,March,Port Phillip,No charges laid,1545
2015,March,Port Phillip,Unsolved,4986
2015,March,Pyrenees,Charges laid,108
2015,March,Pyrenees,No charges laid,40
2015,March,Pyrenees,Unsolved,204
2015,March,Queenscliffe,Charges laid,23
2015,March,Queenscliffe,No charges laid,13
2015,March,Queenscliffe,Unsolved,70
2015,March,South Gippsland,Charges laid,446
2015,March,South Gippsland,No charges laid,142
2015,March,South Gippsland,Unsolved,364
2015,March,Southern Grampians,Charges laid,300
2015,March,Southern Grampians,No charges laid,149
2015,March,Southern Grampians,Unsolved,230
2015,March,Stonnington,Charges laid,2053
2015,March,Stonnington,No charges laid,1119
2015,March,Stonnington,Unsolved,4093
2015,March,Strathbogie,Charges laid,130
2015,March,Strathbogie,No charges laid,65
2015,March,Strathbogie,Unsolved,127
2015,March,Surf Coast,Charges laid,234
2015,March,Surf Coast,No charges laid,143
2015,March,Surf Coast,Unsolved,524
2015,March,Swan Hill,Charges laid,818
2015,March,Swan Hill,No charges laid,406
2015,March,Swan Hill,Unsolved,418
2015,March,Towong,Charges laid,47
2015,March,Towong,No charges laid,33
2015,March,Towong,Unsolved,61
2015,March,Wangaratta,Charges laid,709
2015,March,Wangaratta,No charges laid,478
2015,March,Wangaratta,Unsolved,447
2015,March,Warrnambool,Charges laid,951
2015,March,Warrnambool,No charges laid,391
2015,March,Warrnambool,Unsolved,666
2015,March,Wellington,Charges laid,1143
2015,March,Wellington,No charges laid,555
2015,March,Wellington,Unsolved,1170
2015,March,West Wimmera,Charges laid,45
2015,March,West Wimmera,No charges laid,10
2015,March,West Wimmera,Unsolved,25
2015,March,Whitehorse,Charges laid,1713
2015,March,Whitehorse,No charges laid,612
2015,March,Whitehorse,Unsolved,3322
2015,March,Whittlesea,Charges laid,3223
2015,March,Whittlesea,No charges laid,1391
2015,March,Whittlesea,Unsolved,5389
2015,March,Wodonga,Charges laid,1252
2015,March,Wodonga,No charges laid,301
2015,March,Wodonga,Unsolved,907
2015,March,Wyndham,Charges laid,3340
2015,March,Wyndham,No charges laid,925
2015,March,Wyndham,Unsolved,5744
2015,March,Yarra,Charges laid,3130
2015,March,Yarra,No charges laid,1363
2015,March,Yarra,Unsolved,5203
2015,March,Yarra Ranges,Charges laid,1950
2015,March,Yarra Ranges,No charges laid,877
2015,March,Yarra Ranges,Unsolved,2425
2015,March,Yarriambiack,Charges laid,88
2015,March,Yarriambiack,No charges laid,46
2015,March,Yarriambiack,Unsolved,73
2014,March,Alpine,Charges laid,135
2014,March,Alpine,No charges laid,92
2014,March,Alpine,Unsolved,128
2014,March,Ararat,Charges laid,412
2014,March,Ararat,No charges laid,154
2014,March,Ararat,Unsolved,286
2014,March,Ballarat,Charges laid,2697
2014,March,Ballarat,No charges laid,1279
2014,March,Ballarat,Unsolved,4201
2014,March,Banyule,Charges laid,2540
2014,March,Banyule,No charges laid,712
2014,March,Banyule,Unsolved,3587
2014,March,Bass Coast,Charges laid,819
2014,March,Bass Coast,No charges laid,449
2014,March,Bass Coast,Unsolved,811
2014,March,Baw Baw,Charges laid,916
2014,March,Baw Baw,No charges laid,449
2014,March,Baw Baw,Unsolved,886
2014,March,Bayside,Charges laid,817
2014,March,Bayside,No charges laid,552
2014,March,Bayside,Unsolved,2051
2014,March,Benalla,Charges laid,353
2014,March,Benalla,No charges laid,180
2014,March,Benalla,Unsolved,326
2014,March,Boroondara,Charges laid,1376
2014,March,Boroondara,No charges laid,690
2014,March,Boroondara,Unsolved,3901
2014,March,Brimbank,Charges laid,5478
2014,March,Brimbank,No charges laid,1592
2014,March,Brimbank,Unsolved,8020
2014,March,Buloke,Charges laid,67
2014,March,Buloke,No charges laid,36
2014,March,Buloke,Unsolved,83
2014,March,Campaspe,Charges laid,702
2014,March,Campaspe,No charges laid,416
2014,March,Campaspe,Unsolved,1032
2014,March,Cardinia,Charges laid,1458
2014,March,Cardinia,No charges laid,722
2014,March,Cardinia,Unsolved,2111
2014,March,Casey,Charges laid,4047
2014,March,Casey,No charges laid,2255
2014,March,Casey,Unsolved,6009
2014,March,Central Goldfields,Charges laid,348
2014,March,Central Goldfields,No charges laid,188
2014,March,Central Goldfields,Unsolved,266
2014,March,Colac-Otway,Charges laid,450
2014,March,Colac-Otway,No charges laid,273
2014,March,Colac-Otway,Unsolved,407
2014,March,Corangamite,Charges laid,176
2014,March,Corangamite,No charges laid,107
2014,March,Corangamite,Unsolved,222
2014,March,Darebin,Charges laid,3038
2014,March,Darebin,No charges laid,1219
2014,March,Darebin,Unsolved,6459
2014,March,East Gippsland,Charges laid,1194
2014,March,East Gippsland,No charges laid,737
2014,March,East Gippsland,Unsolved,1116
2014,March,Frankston,Charges laid,4664
2014,March,Frankston,No charges laid,2427
2014,March,Frankston,Unsolved,4161
2014,March,Gannawarra,Charges laid,203
2014,March,Gannawarra,No charges laid,97
2014,March,Gannawarra,Unsolved,144
2014,March,Glen Eira,Charges laid,1121
2014,March,Glen Eira,No charges laid,723
2014,March,Glen Eira,Unsolved,2805
2014,March,Glenelg,Charges laid,533
2014,March,Glenelg,No charges laid,201
2014,March,Glenelg,Unsolved,528
2014,March,Golden Plains,Charges laid,109
2014,March,Golden Plains,No charges laid,40
2014,March,Golden Plains,Unsolved,244
2014,March,Greater Bendigo,Charges laid,2615
2014,March,Greater Bendigo,No charges laid,1186
2014,March,Greater Bendigo,Unsolved,2342
2014,March,Greater Dandenong,Charges laid,4792
2014,March,Greater Dandenong,No charges laid,2601
2014,March,Greater Dandenong,Unsolved,5212
2014,March,Greater Geelong,Charges laid,4302
2014,March,Greater Geelong,No charges laid,2141
2014,March,Greater Geelong,Unsolved,7686
2014,March,Greater Shepparton,Charges laid,2013
2014,March,Greater Shepparton,No charges laid,1013
2014,March,Greater Shepparton,Unsolved,2321
2014,March,Hepburn,Charges laid,157
2014,March,Hepburn,No charges laid,64
2014,March,Hepburn,Unsolved,311
2014,March,Hindmarsh,Charges laid,77
2014,March,Hindmarsh,No charges laid,42
2014,March,Hindmarsh,Unsolved,56
2014,March,Hobsons Bay,Charges laid,1701
2014,March,Hobsons Bay,No charges laid,787
2014,March,Hobsons Bay,Unsolved,2956
2014,March,Horsham,Charges laid,697
2014,March,Horsham,No charges laid,300
2014,March,Horsham,Unsolved,446
2014,March,Hume,Charges laid,4607
2014,March,Hume,No charges laid,1537
2014,March,Hume,Unsolved,6511
2014,March,Indigo,Charges laid,145
2014,March,Indigo,No charges laid,69
2014,March,Indigo,Unsolved,151
2014,March,Kingston,Charges laid,2609
2014,March,Kingston,No charges laid,1359
2014,March,Kingston,Unsolved,3552
2014,March,Knox,Charges laid,2415
2014,March,Knox,No charges laid,1186
2014,March,Knox,Unsolved,3714
2014,March,Latrobe,Charges laid,3759
2014,March,Latrobe,No charges laid,1482
2014,March,Latrobe,Unsolved,2488
2014,March,Loddon,Charges laid,119
2014,March,Loddon,No charges laid,47
2014,March,Loddon,Unsolved,93
2014,March,Macedon Ranges,Charges laid,575
2014,March,Macedon Ranges,No charges laid,240
2014,March,Macedon Ranges,Unsolved,650
2014,March,Manningham,Charges laid,1002
2014,March,Manningham,No charges laid,480
2014,March,Manningham,Unsolved,1727
2014,March,Mansfield,Charges laid,110
2014,March,Mansfield,No charges laid,92
2014,March,Mansfield,Unsolved,136
2014,March,Maribyrnong,Charges laid,2219
2014,March,Maribyrnong,No charges laid,1135
2014,March,Maribyrnong,Unsolved,3589
2014,March,Maroondah,Charges laid,2236
2014,March,Maroondah,No charges laid,854
2014,March,Maroondah,Unsolved,2757
2014,March,Melbourne,Charges laid,8357
2014,March,Melbourne,No charges laid,6967
2014,March,Melbourne,Unsolved,9509
2014,March,Melton,Charges laid,2304
2014,March,Melton,No charges laid,667
2014,March,Melton,Unsolved,4224
2014,March,Mildura,Charges laid,1744
2014,March,Mildura,No charges laid,1014
2014,March,Mildura,Unsolved,1953
2014,March,Mitchell,Charges laid,805
2014,March,Mitchell,No charges laid,384
2014,March,Mitchell,Unsolved,824
2014,March,Moira,Charges laid,455
2014,March,Moira,No charges laid,248
2014,March,Moira,Unsolved,461
2014,March,Monash,Charges laid,1948
2014,March,Monash,No charges laid,857
2014,March,Monash,Unsolved,4273
2014,March,Moonee Valley,Charges laid,1891
2014,March,Moonee Valley,No charges laid,931
2014,March,Moonee Valley,Unsolved,3549
2014,March,Moorabool,Charges laid,442
2014,March,Moorabool,No charges laid,227
2014,March,Moorabool,Unsolved,802
2014,March,Moreland,Charges laid,2690
2014,March,Moreland,No charges laid,1146
2014,March,Moreland,Unsolved,5976
2014,March,Mornington Peninsula,Charges laid,2509
2014,March,Mornington Peninsula,No charges laid,1556
2014,March,Mornington Peninsula,Unsolved,3767
2014,March,Mount Alexander,Charges laid,261
2014,March,Mount Alexander,No charges laid,113
2014,March,Mount Alexander,Unsolved,234
2014,March,Moyne,Charges laid,182
2014,March,Moyne,No charges laid,68
2014,March,Moyne,Unsolved,210
2014,March,Murrindindi,Charges laid,221
2014,March,Murrindindi,No charges laid,119
2014,March,Murrindindi,Unsolved,225
2014,March,Nillumbik,Charges laid,469
2014,March,Nillumbik,No charges laid,207
2014,March,Nillumbik,Unsolved,921
2014,March,Northern Grampians,Charges laid,321
2014,March,Northern Grampians,No charges laid,164
2014,March,Northern Grampians,Unsolved,194
2014,March,Port Phillip,Charges laid,2416
2014,March,Port Phillip,No charges laid,1730
2014,March,Port Phillip,Unsolved,4643
2014,March,Pyrenees,Charges laid,87
2014,March,Pyrenees,No charges laid,37
2014,March,Pyrenees,Unsolved,223
2014,March,Queenscliffe,Charges laid,7
2014,March,Queenscliffe,No charges laid,15
2014,March,Queenscliffe,Unsolved,66
2014,March,South Gippsland,Charges laid,355
2014,March,South Gippsland,No charges laid,164
2014,March,South Gippsland,Unsolved,375
2014,March,Southern Grampians,Charges laid,377
2014,March,Southern Grampians,No charges laid,237
2014,March,Southern Grampians,Unsolved,273
2014,March,Stonnington,Charges laid,2240
2014,March,Stonnington,No charges laid,1391
2014,March,Stonnington,Unsolved,3796
2014,March,Strathbogie,Charges laid,139
2014,March,Strathbogie,No charges laid,89
2014,March,Strathbogie,Unsolved,141
2014,March,Surf Coast,Charges laid,271
2014,March,Surf Coast,No charges laid,197
2014,March,Surf Coast,Unsolved,557
2014,March,Swan Hill,Charges laid,771
2014,March,Swan Hill,No charges laid,385
2014,March,Swan Hill,Unsolved,363
2014,March,Towong,Charges laid,81
2014,March,Towong,No charges laid,50
2014,March,Towong,Unsolved,84
2014,March,Wangaratta,Charges laid,726
2014,March,Wangaratta,No charges laid,540
2014,March,Wangaratta,Unsolved,464
2014,March,Warrnambool,Charges laid,851
2014,March,Warrnambool,No charges laid,421
2014,March,Warrnambool,Unsolved,638
2014,March,Wellington,Charges laid,1041
2014,March,Wellington,No charges laid,544
2014,March,Wellington,Unsolved,1308
2014,March,West Wimmera,Charges laid,68
